Format,Player,Overs,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 7,Opposition,Ground,Start Date,Unnamed: 11
T20,RR Pant,TDNB,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,S Dhawan,DNB,-,-,-,-,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,V Kohli,DNB,-,-,-,-,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,KL Rahul,DNB,-,-,-,-,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,SS Iyer,DNB,-,-,-,-,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,S Dube,DNB,-,-,-,-,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,RR Pant,DNB,-,-,-,-,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,S Dhawan,DNB,-,-,-,-,2,,v Sri Lanka,Pune,10 Jan 2020,
T20,V Kohli,DNB,-,-,-,-,2,,v Sri Lanka,Pune,10 Jan 2020,
T20,MK Pandey,DNB,-,-,-,-,2,,v Sri Lanka,Pune,10 Jan 2020,
T20,KL Rahul,DNB,-,-,-,-,2,,v Sri Lanka,Pune,10 Jan 2020,
T20,SV Samson,DNB,-,-,-,-,2,,v Sri Lanka,Pune,10 Jan 2020,
T20,SS Iyer,DNB,-,-,-,-,2,,v Sri Lanka,Pune,10 Jan 2020,
T20,RG Sharma,DNB,-,-,-,-,1,,v New Zealand,Auckland,24 Jan 2020,
T20,V Kohli,DNB,-,-,-,-,1,,v New Zealand,Auckland,24 Jan 2020,
T20,MK Pandey,DNB,-,-,-,-,1,,v New Zealand,Auckland,24 Jan 2020,
T20,KL Rahul,DNB,-,-,-,-,1,,v New Zealand,Auckland,24 Jan 2020,
T20,SS Iyer,DNB,-,-,-,-,1,,v New Zealand,Auckland,24 Jan 2020,
T20,RG Sharma,DNB,-,-,-,-,1,,v New Zealand,Auckland,26 Jan 2020,
T20,V Kohli,DNB,-,-,-,-,1,,v New Zealand,Auckland,26 Jan 2020,
T20,MK Pandey,DNB,-,-,-,-,1,,v New Zealand,Auckland,26 Jan 2020,
T20,KL Rahul,DNB,-,-,-,-,1,,v New Zealand,Auckland,26 Jan 2020,
T20,SS Iyer,DNB,-,-,-,-,1,,v New Zealand,Auckland,26 Jan 2020,
T20,RG Sharma,DNB,-,-,-,-,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,V Kohli,DNB,-,-,-,-,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,MK Pandey,DNB,-,-,-,-,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,KL Rahul,DNB,-,-,-,-,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,SS Iyer,DNB,-,-,-,-,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,V Kohli,DNB,-,-,-,-,2,,v New Zealand,Wellington,31 Jan 2020,
T20,MK Pandey,DNB,-,-,-,-,2,,v New Zealand,Wellington,31 Jan 2020,
T20,KL Rahul,DNB,-,-,-,-,2,,v New Zealand,Wellington,31 Jan 2020,
T20,SV Samson,DNB,-,-,-,-,2,,v New Zealand,Wellington,31 Jan 2020,
T20,SS Iyer,DNB,-,-,-,-,2,,v New Zealand,Wellington,31 Jan 2020,
T20,RG Sharma,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,MK Pandey,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,KL Rahul,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,SV Samson,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,SS Iyer,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,S Dhawan,DNB,-,-,-,-,2,,v Australia,Canberra,4 Dec 2020,
T20,RA Jadeja,DNB,-,-,-,-,2,,v Australia,Canberra,4 Dec 2020,
T20,V Kohli,DNB,-,-,-,-,2,,v Australia,Canberra,4 Dec 2020,
T20,MK Pandey,DNB,-,-,-,-,2,,v Australia,Canberra,4 Dec 2020,
T20,KL Rahul,DNB,-,-,-,-,2,,v Australia,Canberra,4 Dec 2020,
T20,SV Samson,DNB,-,-,-,-,2,,v Australia,Canberra,4 Dec 2020,
T20,HH Pandya,DNB,-,-,-,-,2,,v Australia,Canberra,4 Dec 2020,
T20,S Dhawan,DNB,-,-,-,-,1,,v Australia,Sydney,6 Dec 2020,
T20,V Kohli,DNB,-,-,-,-,1,,v Australia,Sydney,6 Dec 2020,
T20,KL Rahul,DNB,-,-,-,-,1,,v Australia,Sydney,6 Dec 2020,
T20,SV Samson,DNB,-,-,-,-,1,,v Australia,Sydney,6 Dec 2020,
T20,HH Pandya,DNB,-,-,-,-,1,,v Australia,Sydney,6 Dec 2020,
T20,SS Iyer,DNB,-,-,-,-,1,,v Australia,Sydney,6 Dec 2020,
T20,S Dhawan,DNB,-,-,-,-,1,,v Australia,Sydney,8 Dec 2020,
T20,V Kohli,DNB,-,-,-,-,1,,v Australia,Sydney,8 Dec 2020,
T20,KL Rahul,DNB,-,-,-,-,1,,v Australia,Sydney,8 Dec 2020,
T20,SV Samson,DNB,-,-,-,-,1,,v Australia,Sydney,8 Dec 2020,
T20,HH Pandya,DNB,-,-,-,-,1,,v Australia,Sydney,8 Dec 2020,
T20,SS Iyer,DNB,-,-,-,-,1,,v Australia,Sydney,8 Dec 2020,
T20,S Dhawan,DNB,-,-,-,-,2,,v England,Ahmedabad,12 Mar 2021,
T20,V Kohli,DNB,-,-,-,-,2,,v England,Ahmedabad,12 Mar 2021,
T20,KL Rahul,DNB,-,-,-,-,2,,v England,Ahmedabad,12 Mar 2021,
T20,SS Iyer,DNB,-,-,-,-,2,,v England,Ahmedabad,12 Mar 2021,
T20,RR Pant,DNB,-,-,-,-,2,,v England,Ahmedabad,12 Mar 2021,
T20,V Kohli,DNB,-,-,-,-,1,,v England,Ahmedabad,14 Mar 2021,
T20,KL Rahul,DNB,-,-,-,-,1,,v England,Ahmedabad,14 Mar 2021,
T20,SA Yadav,DNB,-,-,-,-,1,,v England,Ahmedabad,14 Mar 2021,
T20,SS Iyer,DNB,-,-,-,-,1,,v England,Ahmedabad,14 Mar 2021,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v England,Ahmedabad,14 Mar 2021,
T20,RR Pant,DNB,-,-,-,-,1,,v England,Ahmedabad,14 Mar 2021,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Ahmedabad,16 Mar 2021,
T20,V Kohli,DNB,-,-,-,-,2,,v England,Ahmedabad,16 Mar 2021,
T20,KL Rahul,DNB,-,-,-,-,2,,v England,Ahmedabad,16 Mar 2021,
T20,SS Iyer,DNB,-,-,-,-,2,,v England,Ahmedabad,16 Mar 2021,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v England,Ahmedabad,16 Mar 2021,
T20,RR Pant,DNB,-,-,-,-,2,,v England,Ahmedabad,16 Mar 2021,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Ahmedabad,18 Mar 2021,
T20,V Kohli,DNB,-,-,-,-,2,,v England,Ahmedabad,18 Mar 2021,
T20,KL Rahul,DNB,-,-,-,-,2,,v England,Ahmedabad,18 Mar 2021,
T20,SA Yadav,DNB,-,-,-,-,2,,v England,Ahmedabad,18 Mar 2021,
T20,SS Iyer,DNB,-,-,-,-,2,,v England,Ahmedabad,18 Mar 2021,
T20,RR Pant,DNB,-,-,-,-,2,,v England,Ahmedabad,18 Mar 2021,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Ahmedabad,20 Mar 2021,
T20,V Kohli,DNB,-,-,-,-,2,,v England,Ahmedabad,20 Mar 2021,
T20,SA Yadav,DNB,-,-,-,-,2,,v England,Ahmedabad,20 Mar 2021,
T20,SS Iyer,DNB,-,-,-,-,2,,v England,Ahmedabad,20 Mar 2021,
T20,RR Pant,DNB,-,-,-,-,2,,v England,Ahmedabad,20 Mar 2021,
T20,S Dhawan,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,SV Samson,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,SA Yadav,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,PP Shaw,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,S Dhawan,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,SV Samson,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,N Rana,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,NA Saini,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,D Padikkal,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,S Dhawan,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,SV Samson,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,N Rana,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,D Padikkal,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,C Sakariya,DNB,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,RG Sharma,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,V Kohli,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,KL Rahul,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,SA Yadav,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,HH Pandya,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,RR Pant,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,RG Sharma,DNB,-,-,-,-,2,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,V Kohli,DNB,-,-,-,-,2,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,KL Rahul,DNB,-,-,-,-,2,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,RR Pant,DNB,-,-,-,-,2,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,RG Sharma,DNB,-,-,-,-,2,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,V Kohli,DNB,-,-,-,-,2,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,KL Rahul,DNB,-,-,-,-,2,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,SA Yadav,DNB,-,-,-,-,2,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,RR Pant,DNB,-,-,-,-,2,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,RG Sharma,DNB,-,-,-,-,1,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,V Kohli,DNB,-,-,-,-,1,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,KL Rahul,DNB,-,-,-,-,1,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,SA Yadav,DNB,-,-,-,-,1,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,HH Pandya,DNB,-,-,-,-,1,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,RR Pant,DNB,-,-,-,-,1,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,RG Sharma,DNB,-,-,-,-,1,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,V Kohli,DNB,-,-,-,-,1,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,KL Rahul,DNB,-,-,-,-,1,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,SA Yadav,DNB,-,-,-,-,1,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,HH Pandya,DNB,-,-,-,-,1,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,RR Pant,DNB,-,-,-,-,1,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,RG Sharma,DNB,-,-,-,-,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,KL Rahul,DNB,-,-,-,-,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,SA Yadav,DNB,-,-,-,-,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,SS Iyer,DNB,-,-,-,-,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,VR Iyer,DNB,-,-,-,-,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,RR Pant,DNB,-,-,-,-,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,RG Sharma,DNB,-,-,-,-,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,KL Rahul,DNB,-,-,-,-,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,SA Yadav,DNB,-,-,-,-,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,SS Iyer,DNB,-,-,-,-,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,VR Iyer,DNB,-,-,-,-,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,RR Pant,DNB,-,-,-,-,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,RG Sharma,DNB,-,-,-,-,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,SA Yadav,DNB,-,-,-,-,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,SS Iyer,DNB,-,-,-,-,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,RR Pant,DNB,-,-,-,-,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,RG Sharma,DNB,-,-,-,-,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,V Kohli,DNB,-,-,-,-,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,RR Pant,DNB,-,-,-,-,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,VR Iyer,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,20 Feb 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,20 Feb 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,20 Feb 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,20 Feb 2022,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v West Indies,Eden Gardens,20 Feb 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,SV Samson,DNB,-,-,-,-,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,SV Samson,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,DJ Hooda,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,SS Iyer,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,VR Iyer,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,RA Jadeja,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,SV Samson,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,DJ Hooda,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,SS Iyer,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,VR Iyer,DNB,-,-,-,-,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v South Africa,Delhi,9 Jun 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v South Africa,Delhi,9 Jun 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v South Africa,Delhi,9 Jun 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v South Africa,Delhi,9 Jun 2022,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v South Africa,Delhi,9 Jun 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v South Africa,Cuttack,12 Jun 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v South Africa,Cuttack,12 Jun 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v South Africa,Cuttack,12 Jun 2022,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v South Africa,Cuttack,12 Jun 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,HH Pandya,DNB,-,-,-,-,2,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v South Africa,Rajkot,17 Jun 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v South Africa,Rajkot,17 Jun 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v South Africa,Rajkot,17 Jun 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v South Africa,Rajkot,17 Jun 2022,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v South Africa,Rajkot,17 Jun 2022,
T20,KD Karthik,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,B Kumar,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,HV Patel,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,YS Chahal,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,AR Patel,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,HH Pandya,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,SS Iyer,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,Avesh Khan,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,Ishan Kishan,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,RR Pant,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,RD Gaikwad,TDNB,-,-,-,-,-,,v South Africa,Bengaluru,19 Jun 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,DJ Hooda,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,RD Gaikwad,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,SV Samson,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,DJ Hooda,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v England,Southampton,7 Jul 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Southampton,7 Jul 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v England,Southampton,7 Jul 2022,
T20,DJ Hooda,DNB,-,-,-,-,2,,v England,Southampton,7 Jul 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v England,Southampton,7 Jul 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v England,Birmingham,9 Jul 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Birmingham,9 Jul 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v England,Birmingham,9 Jul 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v England,Birmingham,9 Jul 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v England,Birmingham,9 Jul 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v England,Nottingham,10 Jul 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v England,Nottingham,10 Jul 2022,
T20,V Kohli,DNB,-,-,-,-,1,,v England,Nottingham,10 Jul 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v England,Nottingham,10 Jul 2022,
T20,SS Iyer,DNB,-,-,-,-,1,,v England,Nottingham,10 Jul 2022,
T20,RR Pant,DNB,-,-,-,-,1,,v England,Nottingham,10 Jul 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v West Indies,Tarouba,29 Jul 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v West Indies,Tarouba,29 Jul 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v West Indies,Tarouba,29 Jul 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v West Indies,Tarouba,29 Jul 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v West Indies,Tarouba,29 Jul 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v West Indies,Basseterre,1 Aug 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v West Indies,Basseterre,1 Aug 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v West Indies,Basseterre,1 Aug 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v West Indies,Basseterre,1 Aug 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v West Indies,Basseterre,1 Aug 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v West Indies,Basseterre,2 Aug 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v West Indies,Basseterre,2 Aug 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v West Indies,Basseterre,2 Aug 2022,
T20,SS Iyer,DNB,-,-,-,-,1,,v West Indies,Basseterre,2 Aug 2022,
T20,RR Pant,DNB,-,-,-,-,1,,v West Indies,Basseterre,2 Aug 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,SV Samson,DNB,-,-,-,-,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v West Indies,Lauderhill,7 Aug 2022,
T20,SV Samson,DNB,-,-,-,-,2,,v West Indies,Lauderhill,7 Aug 2022,
T20,DJ Hooda,DNB,-,-,-,-,2,,v West Indies,Lauderhill,7 Aug 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v West Indies,Lauderhill,7 Aug 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v West Indies,Lauderhill,7 Aug 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,V Kohli,DNB,-,-,-,-,1,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,KL Rahul,DNB,-,-,-,-,1,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,DJ Hooda,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,DJ Hooda,DNB,-,-,-,-,2,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v Afghanistan,Dubai (DICS),8 Sep 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v Afghanistan,Dubai (DICS),8 Sep 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Afghanistan,Dubai (DICS),8 Sep 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v Afghanistan,Dubai (DICS),8 Sep 2022,
